Season_team,IP,K/9,BB/9,HR/9,BABIP,LOB%,ERA,FIP,pWAR,PA,AVG,OBP,SLG,wOBA,BsR,Off,Def,WAR,Wins
2015MIL,1435,7.902439182,3.242508775,1.103832775,0.3033816425,0.721,4.277352002,4.167746311,9.900374441,6024,0.251,0.307,0.393,0.3036129769,1.495727525,-87.878,20.69511347,12.62066185,68.000
2015MIA,1427,7.265593674,3.203924988,0.8892783923,0.2937812723,0.723,4.03644093,3.980832082,12.20683507,5988,0.26,0.31,0.384,0.3015140192,-1.205,-67.256,26.85088576,15.34481125,71.000
2015LAD,1445.2,8.691,2.459073606,0.902697906,0.296109146,0.747,3.455154054,3.404755182,19.70736019,6090,0.25,0.326,0.413,0.3217682433,-15.298,28.16077935,57.33344548,29.04253533,92.000
2015LAA,1440.2,7.627721019,2.911153149,1.03702022,0.2849952061,0.733,3.94192626,4.054701577,12.16432837,5990,0.246,0.307,0.396,0.3049580817,0.521492477,-37.012,2.320017518,17.0935069,85.000
2015KCR,1452,7.190090087,3.030994873,0.9607447961,0.2859492481,0.75,3.737607175,4.041314387,13.82514105,6116,0.269,0.322,0.412,0.317963981,-0.271,-8.294,13.80118274,21.79728324,95.000
2015HOU,1441,7.994448417,2.641915375,0.924,0.2849422746,0.738,3.572519136,3.662399401,18.85719817,6073,0.25,0.315,0.437,0.3246133725,8.134,66.7449412,-19.61,26.06663961,86.000
2015DET,1447,6.841743126,3.041465808,1.20041493,0.297706422,0.697,4.639945793,4.456336953,11.65774365,6159,0.27,0.328,0.42,0.3236051068,-27.611,-8.575,-31.616,17.0959619,74.000
2015COL,1426.1,7.016595661,3.653425259,1.154709538,0.3182854537,0.699,5.041600659,4.561036876,8.262040816,6071,0.265,0.315,0.432,0.3208674434,4.704339132,-91.874,-4.167,9.711591464,68.000
2015CLE,1432.2,8.838760992,2.669846071,1.011400512,0.288118043,0.728,3.681246582,3.620803232,21.05308189,6109,0.256,0.325,0.401,0.315,8.058419646,-15.622,-4.516,19.05098313,81.000
2015CIN,1453.1,7.753205011,3.368804733,1.096100069,0.2969339623,0.717,4.347,4.236580747,10.8012348,6196,0.248,0.312,0.394,0.3069203294,10.8942622,-52.067,16.05528071,16.4931458,64.000
2015CHW,1452.2,8.419686761,2.936667789,1.00367127,0.3106207565,0.729,3.98370757,3.819235466,17.40394154,6070,0.25,0.306,0.38,0.2997231388,-15.223,-94.275,-21.553,8.75901206,76.000
2015CHC,1461.1,8.81318293,2.506614572,0.825,0.2870067856,0.727,3.362681956,3.297149193,22.92551224,6200,0.244,0.321,0.398,0.3133252229,15.1255803,-15.767,63.61997015,25.40786399,97.000
2015BOS,1448.1,7.568700603,2.970311074,1.106099103,0.3050373134,0.717,4.337399853,4.167892368,11.82146602,6237,0.265,0.325,0.415,0.321,1.366209143,-5.884,-28.941,17.93605,78.000
2015BAL,1434.2,7.734899228,3.02997269,1.091542957,0.298,0.736,4.052510058,4.114315747,15.75244144,6007,0.25,0.307,0.421,0.3149945122,-4.916,-23.927,-5.851,17.67404489,81.000
2015ATL,1425.1,7.248834689,3.472873762,1.073433708,0.3050767414,0.714,4.413706836,4.342440654,6.988328729,6034,0.251,0.314,0.359,0.2957042624,-2.718,-115.545,22.4493107,9.902968836,67.000
2015ARI,1466.2,7.455677004,3.068179837,1.116817461,0.2940630798,0.737,4.049997385,4.210871981,10.57606308,6276,0.264,0.324,0.414,0.319,12.5338081,-23.312,32.62842858,21.56675339,79.000
2014WSN,1470.2,7.882134749,2.154123782,0.673,0.2941455321,0.749,3.029236569,3.175087712,24.293684,6216,0.253,0.321,0.393,0.3167026943,15.26070058,8.428310075,42.43418095,26.17579367,96.000
2014TOR,1443,7.478169302,3.056132576,0.9417877937,0.2936750529,0.727,4.004157374,3.968008727,14.22828546,6167,0.259,0.323,0.414,0.3250923282,0.04678653739,44.91019175,-37.026,22.1682382,83.000
2014TEX,1426.1,7.003974289,3.186492807,1.00958188,0.3097040606,0.704,4.493,4.224561529,9.259647164,6026,0.256,0.314,0.375,0.3051979176,-1.784,-66.803,-17.018,11.62221018,67.000
2014TBR,1463.2,8.836027599,2.963789355,0.8915963826,0.2861062609,0.741,3.56023659,3.563359078,14.09346821,6205,0.247,0.317,0.367,0.3048742273,0.9921299606,-19.901,9.491463732,20.29287606,77.000
2014STL,1448.2,7.585594567,2.919925837,0.7641508041,0.2856461612,0.744,3.503911004,3.64996737,15.94105861,6086,0.253,0.32,0.369,0.3075639942,-15.518,-48.997,29.93096646,18.0747352,90.000
2014SFG,1449,7.521740548,2.416149524,0.8260871123,0.2819340871,0.727,3.50310625,3.577384682,9.392745348,6087,0.255,0.311,0.388,0.3081093487,0.5068733082,-5.124,52.77851857,25.39645737,88.000
2014SEA,1452,8.163222389,2.869834447,0.849,0.2754057428,0.768,3.173553427,3.608834001,13.57235832,5977,0.244,0.3,0.376,0.2991466537,3.226196658,-37.518,-1.503,16.36695306,87.000
2014SDP,1438.2,8.032438001,2.89017629,0.7319277617,0.2887478643,0.749,3.271779653,3.463807043,12.20292528,5905,0.226,0.292,0.342,0.2831205603,-6.189,-128.686,56.9289103,11.69533305,77.000
2014PIT,1456.1,7.588924005,3.083772865,0.791,0.29,0.742,3.491646631,3.797619853,8.229276216,6224,0.259,0.33,0.404,0.324547767,3.821,61.57713017,36.71988167,31.40531506,88.000
2014PHI,1468.1,7.692,3.193414729,0.821,0.2947220925,0.722,3.806354216,3.814655985,16.63683044,6198,0.242,0.302,0.363,0.295,10.58393417,-85.533,4.160552108,11.61156416,73.000
2014OAK,1463.1,7.651023827,2.497038323,0.9041000825,0.2719340766,0.759,3.222778525,3.668696406,17.39809099,6245,0.244,0.32,0.381,0.3115405275,11.01647585,27.18684402,-30.359,21.22489814,88.000
2014NYY,1453,8.485893699,2.465245031,1.015829611,0.2982754433,0.733,3.74742021,3.66975878,17.51759438,6082,0.245,0.307,0.38,0.305,3.239,-38.461,11.74538286,18.07945331,84.000
2014NYM,1463.2,8.012076507,3.129813463,0.8670013718,0.295,0.757,3.492601271,3.749877478,12.72445348,6145,0.239,0.308,0.364,0.2990152237,-0.355,-56.025,32.58807494,17.79071394,79.000
2014MIN,1435,6.466203957,2.558885756,0.9219514856,0.3145601397,0.689,4.578398534,3.974062113,14.29930835,6233,0.254,0.324,0.389,0.3163952368,20.93628556,23.82486477,-72.62,16.17916477,70.000
2014MIL,1457.2,7.693121302,2.661103757,1.031100528,0.2888625592,0.74,3.667507266,3.885509091,10.91417352,6065,0.25,0.311,0.397,0.312531396,-12.123,-56.175,62.21063174,20.75845651,82.000
2014MIA,1457.2,7.347358817,2.827807007,0.7038646261,0.3102587381,0.719,3.790990179,3.56,16.71235007,6185,0.253,0.317,0.378,0.3070517039,-5.576,-42.347,6.995336595,16.61634171,77.000
2014LAD,1464.2,8.436734129,2.636095369,0.8725537119,0.2924205379,0.74,3.404188425,3.480452208,19.524,6231,0.265,0.333,0.406,0.327,-0.405,81.41802618,20.32156522,31.80612042,94.000
2014LAA,1482.2,8.146130574,3.059351572,0.765,0.2849903475,0.733,3.581383784,3.574021469,14.52101845,6284,0.259,0.322,0.406,0.3206996115,1.299362144,67.2702074,11.53027998,30.35109733,98.000
2014KCR,1450.2,7.246323695,2.729779474,0.7941176652,0.2919470875,0.739,3.505285006,3.694750036,17.20015167,6058,0.263,0.314,0.376,0.306,4.832345887,-47.773,28.14006533,18.77338419,89.000
2014HOU,1438.2,7.112835921,3.028,0.869555139,0.2989405804,0.703,4.141334547,3.925345477,9.852528682,6055,0.242,0.309,0.383,0.3075616127,3.602329873,-8.1,-57.905,13.67654357,70.000
2014DET,1454,7.700138076,2.859697581,0.7861073437,0.312326228,0.707,4.011004399,3.596,19.65676766,6202,0.277,0.331,0.426,0.331,-7.266,73.03960418,-41.879,24.84226155,90.000
2014COL,1431,6.754714978,3.339621651,1.088049992,0.307,0.692,4.855344472,4.429244747,7.229606028,6164,0.276,0.327,0.445,0.3373068614,-12.264,-33.057,2.221028443,17.042,66.000
2014CLE,1468.1,8.888,2.844040743,0.8274687506,0.3091042584,0.732,3.573,3.418969648,20.30289712,6222,0.253,0.317,0.389,0.3130437579,9.924094347,-1.673,-65.597,14.11474354,85.000
2014CIN,1446,8.029048744,3.155602878,1.014523213,0.2771173848,0.765,3.585063625,4.008460596,12.83712881,5978,0.238,0.296,0.365,0.2941223421,-1.192,-115.356,69.12539555,14.73719151,76.000
2014CHW,1441,7.195001067,3.478832981,0.8743924908,0.3062024441,0.704,4.297,4.099633461,10.72967817,6077,0.253,0.31,0.398,0.3123444181,-13.07,-23.452,-46.382,13.33258016,73.000
2014CHC,1463.1,8.063092008,3.099769925,0.7072887727,0.3038124556,0.696,3.924,3.50810396,20.49534019,6102,0.239,0.3,0.385,0.3025235831,4.025563454,-59.515,15.15951427,15.35370674,73.000
2014BOS,1465.2,7.448491628,2.959746879,0.9456452685,0.3008073818,0.718,4.009781561,3.925746017,10.5581318,6226,0.244,0.316,0.369,0.3045817094,-8.071,-82.927,44.83384524,17.32889362,71.000
2014BAL,1461.1,7.230387721,2.906936119,0.93,0.2803672316,0.77,3.436589734,3.958892874,12.91638508,6130,0.256,0.311,0.422,0.3226596236,-6.233,21.88281421,34.44716565,27.354,96.000
2014ATL,1455,8.047428659,2.919589798,0.7484541643,0.3002887392,0.75,3.383507668,3.474518318,18.56235467,6064,0.241,0.305,0.36,0.2962906696,-4.378,-98.858,32.66020338,12.83201329,79.000
2014ARI,1444.1,7.963540131,2.922457216,0.96,0.3118764846,0.703,4.255945156,3.828765531,8.198,6089,0.248,0.302,0.376,0.2995102554,1.510404796,-112.772,47.45020662,13.01096562,64.000
2013WSN,1445.2,7.694717862,2.521327455,0.8840209842,0.2911813644,0.737,3.585887936,3.554882464,17.27421603,6047,0.251,0.313,0.398,0.3114300371,3.116286009,-34.709,16.26471321,17.56113543,86.000
2013TOR,1452,7.487598418,3.099171531,1.208676897,0.2933208781,0.723,4.264460026,4.297160564,9.48443858,6152,0.252,0.318,0.411,0.3201311213,3.818323594,-2.801,-39.104,17.00513908,74.000
2013TEX,1463.1,8.051,3.062870054,0.9656036113,0.2934204161,0.755,3.628701469,3.772907007,21.21790206,6196,0.262,0.323,0.412,0.3227242623,2.001963249,-22.5,3.897113752,19.67441922,91.000
2013TBR,1464,8.053275894,2.963113726,0.9405734441,0.2843857073,0.736,3.737703621,3.71110122,14.47686763,6242,0.257,0.329,0.408,0.3237602687,2.472304317,50.0783808,9.184721408,28.24062371,92.000
2013STL,1459.2,7.731900068,2.780771077,0.6905684271,0.2969452996,0.745,3.428178978,3.385598333,17.31135354,6202,0.269,0.332,0.401,0.3222044988,-9.089,20.98972359,35.0110054,26.0983239,97.000
2013SFG,1447.1,7.810226153,3.239751454,0.9016582741,0.2946790742,0.721,3.99838807,3.798195591,7.125799241,6168,0.26,0.32,0.381,0.309,-4.08,-1.708,66.29949531,26.91567766,76.000
2013SEA,1465,7.967919473,2.936519281,1.068942165,0.3031652989,0.707,4.319,3.886075486,15.73439144,6172,0.237,0.306,0.39,0.3067878291,-6.918,-41.145,-66.663,9.96117053,71.000
2013SDP,1455,7.243295607,3.247421173,0.9649480057,0.2918124563,0.725,3.977317742,3.996990537,8.443399695,6122,0.245,0.308,0.378,0.3021326487,8.816423977,-35.42,24.38369968,18.60328863,76.000
2013PIT,1470.2,7.716912425,3.151633544,0.6180873552,0.2852380952,0.75,3.27402708,3.419110476,16.79272602,6135,0.245,0.313,0.396,0.3116262011,1.81479104,-3.418,30.84567472,22.7973153,94.000
2013PHI,1436.1,7.513,3.171,0.952425263,0.3057755007,0.705,4.336041329,3.94040066,13.71706879,6014,0.248,0.306,0.384,0.3028566825,-7.364,-81.953,-15.794,8.894,73.000
2013OAK,1452,7.333,2.65289443,1.01033129,0.276056338,0.748,3.557853745,3.834352015,16.64112956,6209,0.254,0.327,0.419,0.3268081296,9.993,66.14826286,-32.393,25.37171034,96.000
2013NYY,1447.1,7.667208205,2.717412802,1.063335444,0.302407932,0.746,3.942424981,3.891470992,14.82130601,6044,0.242,0.307,0.376,0.3012044818,4.43200102,-89.194,28.08739085,14.55437213,85.000
2013NYM,1476.2,7.36862324,2.791422204,0.9264108623,0.2947897623,0.729,3.784875957,3.788707894,18.08678682,6207,0.237,0.306,0.366,0.2967902476,23.0251397,-49.221,16.12580024,16.49697049,74.000
2013MIN,1450.1,6.112387677,2.842105133,1.042518913,0.3092133855,0.702,4.554814777,4.233784298,11.47126779,6212,0.242,0.312,0.38,0.306766215,1.240818257,-66.069,-35.388,10.7866527,66.000
2013MIL,1442.2,7.018250129,2.907115165,1.091727798,0.2857142857,0.735,3.836643404,4.123635191,5.2927301,6064,0.252,0.311,0.398,0.3111673638,-6.881,-65.992,94.01060308,22.632,74.000
2013MIA,1460,7.255478805,3.242,0.7458903444,0.2922002328,0.732,3.710958573,3.69031578,14.5508039,6021,0.231,0.293,0.335,0.2789917786,-5.205,-178.878,29.45187438,3.338250134,62.000
2013LAD,1450.1,8.017466076,2.854515785,0.7880945756,0.2905109489,0.755,3.251665808,3.445000107,20.62154499,6145,0.264,0.326,0.396,0.3170473895,-7.973,14.71377918,37.21318124,25.47427847,92.000
2013LAA,1457.2,7.409104143,3.29087709,1.031100327,0.3004824259,0.723,4.241712122,4.080322467,10.10361066,6260,0.264,0.329,0.414,0.3249756623,-9.701,54.75519887,-57.971,21.55926541,78.000
2013KCR,1448.1,7.506558519,2.914,0.963,0.2899904215,0.769,3.448791373,3.827366693,17.46523745,6093,0.26,0.315,0.379,0.3048885348,18.19385713,-57.427,39.64020218,19.40205522,86.000
2013HOU,1440,6.775004127,3.850002345,1.193750727,0.3027356998,0.7,4.79375292,4.66660107,2.171001161,6020,0.24,0.299,0.375,0.298,-8.896,-112.714,-64.445,1.943178702,51.000
2013DET,1462.2,8.786690567,2.84275283,0.788,0.3057403301,0.737,3.611895912,3.266628561,26.26425352,6388,0.283,0.346,0.434,0.3411779647,-18.986,83.72264568,-35.254,27.58636571,93.000
2013COL,1436,6.668523332,3.240250529,0.8523676439,0.3137385883,0.702,4.437,3.960802683,16.41241392,6152,0.27,0.323,0.418,0.3241488772,17.42514911,-72.686,15.0923958,13.67464002,74.000
2013CLE,1441.1,8.610782133,3.459298986,0.9179006335,0.302,0.742,3.81521964,3.734020701,16.77202191,6165,0.255,0.327,0.41,0.3241092065,11.54527292,39.31491996,-29.534,22.62981497,92.000
2013CIN,1473.2,7.91495136,2.656638767,1.038226644,0.2734793187,0.775,3.383397418,3.808537711,18.04175109,6293,0.249,0.327,0.391,0.3155403018,-2.026,-32.88,52.39698006,22.4542926,90.000
2013CHW,1455,7.725778371,3.148455717,1.12577395,0.2947318462,0.731,3.995878965,4.130325036,15.26986737,6077,0.249,0.302,0.378,0.2993954581,-12.72,-117.486,-29.022,5.451188283,63.000
2013CHC,1448,7.359115854,3.356353514,0.9944751154,0.2788484416,0.728,3.99654687,4.096192602,11.31323958,6079,0.238,0.3,0.392,0.3043731278,-11.912,-78.345,27.29330341,14.14486748,66.000
2013BOS,1454,8.009632384,3.243467828,0.9656125594,0.2935468219,0.745,3.794362173,3.840835327,15.75888388,6382,0.277,0.349,0.446,0.3465538117,13.34164135,116.7469764,11.86728513,36.21666898,97.000
2013BAL,1453,7.240882868,2.93,1.251204739,0.2908235294,0.746,4.199588182,4.325895849,11.14234838,6144,0.26,0.313,0.431,0.3233276248,13.75364616,16.36662993,22.7152147,25.719,85.000
2013ATL,1450.1,7.645136862,2.538036507,0.7880944655,0.287529976,0.77,3.177199735,3.438794583,17.93143283,6133,0.249,0.321,0.402,0.3181445969,-5.711,3.788746544,50.06509694,25.6434759,96.000
2013ARI,1495,7.332442356,2.919732793,1.0595319,0.2918845192,0.745,3.919064018,4.042499034,8.467200661,6334,0.259,0.323,0.391,0.3135538359,-18.529,-69.378,59.35022513,19.39766779,81.000
2012WSN,1468.1,8.121453122,3.046311095,0.7906924171,0.2822249093,0.751,3.340522227,3.543258373,19.46111352,6221,0.261,0.322,0.428,0.3240501059,-4.134,4.668396334,32.95623385,23.68968132,98.000
2012TOR,1443.2,7.119373006,3.578388884,1.271761903,0.2912049045,0.72,4.644424597,4.656445336,6.875296333,6094,0.245,0.309,0.407,0.3110615611,2.487509117,-55.789,-13.983,14.30193762,73.000
2012TEX,1442,8.026354718,2.783634685,1.09223334,0.2920611799,0.715,4.019418693,3.901662637,22.24911423,6216,0.273,0.334,0.446,0.3358255069,-5.774,39.5270903,-27.339,23.3219623,93.000
2012TBR,1459.2,8.527291668,2.8917569,0.8570452219,0.2766118837,0.755,3.193880755,3.512353933,20.4377868,6105,0.24,0.317,0.394,0.3112483258,-0.69,-1,20.83612695,23.72964887,90.000
2012STL,1462.2,7.494525911,2.682769538,0.825,0.2976851852,0.732,3.710344108,3.616783502,16.24278336,6326,0.271,0.338,0.421,0.3291829254,-1.631,46.482,33.854,28.49796952,88.000
2012SFG,1451,7.672643492,3.033082189,0.880772333,0.2889310263,0.736,3.678154884,3.778116975,10.9181456,6200,0.269,0.327,0.397,0.3143795162,12.96422336,22.39566193,66.72326648,29.0183248,94.000
2012SEA,1456.2,7.204123374,2.774143563,1.025629914,0.281899811,0.742,3.762702517,4.000629228,17.61822777,6057,0.234,0.296,0.369,0.2912243441,0.1337066665,-89.635,-30.261,8.918996458,75.000
2012SDP,1434.2,7.559244826,3.381272167,1.01626362,0.2844889207,0.718,4.014868621,4.110016782,7.831187186,6112,0.247,0.319,0.38,0.3066085216,13.82845122,-8.394,29.05051584,21.56589329,76.000
2012PIT,1433.1,7.484649555,3.076743525,0.960697468,0.2855110268,0.726,3.911859625,3.938636053,13.74896356,6014,0.243,0.304,0.395,0.3036122196,-0.268,-67.834,-16.987,10.20337873,79.000
2012PHI,1451.1,8.588654289,2.536288523,1.103812609,0.2980769231,0.729,3.857142937,3.716636696,19.76796318,6172,0.255,0.317,0.4,0.3113870933,10.70768572,-40.755,58.9194629,21.49522479,81.000
2012OAK,1470,6.955,2.828573283,0.9000005899,0.2794930876,0.754,3.495920659,3.885607169,19.498,6183,0.238,0.31,0.404,0.3110203587,19.43066414,0.2620757785,-24.404,19.3984503,94.000
2012NYY,1445.1,8.207106774,2.683811092,1.183118579,0.2955821333,0.751,3.854475791,3.975908123,17.01468176,6231,0.265,0.337,0.453,0.3415228533,2.3243507,97.25650239,12.14561303,33.56071573,95.000
2012NYM,1434,7.782426858,3.062761538,1.010460261,0.2903536204,0.711,4.092050251,3.92917823,14.33940056,6091,0.249,0.316,0.386,0.3062434092,-3.175,-48.786,16.07224802,15.90730979,74.000
2012MIN,1438.2,5.899212461,2.908943578,1.238646943,0.2940013184,0.689,4.766913992,4.6611787,5.911244043,6209,0.26,0.325,0.39,0.3127912208,0.7213783041,-32.509,-57.544,12.58490246,66.000
2012MIL,1453.2,8.680121301,3.250402056,1.0463199,0.3130160272,0.721,4.222427052,3.824,14.30238909,6224,0.259,0.325,0.437,0.3294089463,12.08629288,29.47710604,52.2473788,28.31975763,83.000
2012MIA,1440.2,6.953034651,3.092319993,0.830865776,0.2995444191,0.703,4.104351991,3.894774532,13.50316256,6057,0.244,0.308,0.382,0.3,2.454861037,-92.902,10.9316073,10.63850351,69.000
2012LAD,1449.2,7.922,3.346285162,0.7574151944,0.2826725404,0.748,3.352,3.636643578,20.81310555,6091,0.252,0.317,0.374,0.3017587841,-8.608,-81.931,28.93356719,13.78210133,86.000
2012LAA,1433.1,7.264882774,3.032790302,1.167906825,0.2766314779,0.726,4.018604127,4.261659338,10.43244657,6121,0.274,0.332,0.433,0.331,13.51163881,109.7766608,5.883,33.82621111,89.000
2012KCR,1451.1,7.298806555,3.361047709,1.010794791,0.3112090972,0.724,4.297428159,4.176903232,15.08248517,6149,0.265,0.317,0.4,0.3110557663,-7.396,-50.82,-35.684,12.74388418,72.000
2012HOU,1423.1,7.398128741,3.414520957,1.093911344,0.3064778268,0.7,4.565340984,4.269860386,9.251960725,6014,0.236,0.302,0.371,0.295696255,-16.949,-144.421,17.68510321,5.811752236,55.000
2012DET,1430.2,8.291240138,2.755359014,0.9499068747,0.307,0.727,3.768173629,3.630563928,24.46620331,6119,0.268,0.335,0.422,0.3282705374,-17.829,15.44600994,-27.155,20.4741613,88.000
2012COL,1422,7.241,3.582278319,1.2531645,0.3249040415,0.689,5.215189637,4.588824241,9.192,6183,0.274,0.33,0.436,0.3308741169,2.844435543,-73.806,-14.744,10.34916821,64.000
2012CLE,1442,6.778088065,3.389044032,1.08599201,0.3003389831,0.676,4.787102713,4.400969311,12.627,6195,0.251,0.324,0.381,0.3099764317,-13.557,-37.735,-93.232,8.248451587,68.000
2012CIN,1453,7.730215555,2.644873431,0.9415006125,0.2881761608,0.769,3.344804807,3.723493726,18.70767664,6115,0.251,0.315,0.411,0.313849226,13.47419727,-35.967,78.86704567,23.90588714,97.000
2012CHW,1445.2,7.756976845,3.131428052,1.157943574,0.2879120879,0.752,4.021674994,4.228183472,16.17519154,6111,0.255,0.318,0.422,0.3215324048,-7.001,-18.184,8.711,20.67997351,85.000
2012CHC,1413.2,7.181324765,3.647960187,1.114123966,0.291,0.713,4.507,4.4618163,4.409795834,5967,0.24,0.302,0.378,0.2969991849,-6.045,-138.883,65.71667036,11.27533817,61.000
2012BOS,1443,7.334724732,3.299378727,1.185032057,0.2963747646,0.696,4.721417196,4.413231477,6.425413173,6166,0.26,0.315,0.415,0.3161810718,2.637818873,-37.073,20.0308774,20.08205489,69.000
2012BAL,1483,7.143,2.919082778,1.117,0.2849646361,0.738,3.896156224,4.200316613,16.005,6160,0.247,0.311,0.417,0.3165095194,-17.148,-44.012,-24.686,14.64843051,93.000
2012ATL,1445.1,7.671587188,2.889299071,0.9029059597,0.2835239718,0.754,3.418588771,3.742051704,11.41551279,6126,0.247,0.32,0.389,0.3098456977,7.189416356,-48.89,123.7601185,27.2905157,94.000
2012ARI,1433.2,7.533134598,2.617764273,0.9730298856,0.3011792453,0.72,3.942,3.805,15.2769833,6150,0.259,0.328,0.418,0.3232379498,-5.591,-30.707,51.97591569,21.75063972,81.000
